,engine,cycle,op1,op2,op3,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,RUL,RUL_A1,error_A1,RUL_A2,error_A2,RUL_A3,error_A3,RUL_A4,error_A4,RUL_A5,error_A5,RUL_A6,error_A6,RUL_A7,error_A7,RUL_A8,error_A8,RUL_A9,error_A9,RUL_A10,error_A10,RUL_A11,error_A11,RUL_A12,error_A12
601,74.0,108.0,0.0031,-0.0001,100.0,518.67,642.53,1596.06,1401.95,14.62,21.61,553.94,2388.1,9057.76,1.3,47.32,521.6,2388.04,8144.56,8.4335,0.03,392.0,2388.0,100.0,38.92,23.2729,58.0,70.49344635009766,11.493446350097656,80.17999267578125,21.17999267578125,104.5598602294922,45.55986022949219,103.6893310546875,44.6893310546875,104.8750457763672,45.87504577636719,101.8825225830078,42.88252258300781,105.13885498046876,46.13885498046875,114.75686645507812,55.756866455078125,93.84495544433594,34.84495544433594,89.24868774414062,30.248687744140625,104.96533966064452,45.96533966064453,110.48988342285156,51.48988342285156
602,74.0,109.0,0.0029,0.0001,100.0,518.67,642.67,1589.44,1408.36,14.62,21.61,553.63,2388.07,9072.53,1.3,47.44,521.54,2388.12,8149.43,8.4397,0.03,394.0,2388.0,100.0,38.77,23.3458,57.0,72.6631088256836,14.663108825683594,80.84954071044922,22.84954071044922,104.48779296875,46.48779296875,103.45983123779295,45.45983123779297,104.84874725341795,46.84874725341797,102.18687438964844,44.18687438964844,105.17627716064452,47.17627716064453,114.36729431152344,56.36729431152344,95.49164581298828,37.49164581298828,91.66604614257812,33.666046142578125,105.40966796875,47.40966796875,110.47941589355467,52.47941589355469
603,74.0,110.0,-0.0034,0.0003,100.0,518.67,642.64,1591.73,1410.15,14.62,21.61,553.1,2388.06,9062.58,1.3,47.6,521.35,2388.12,8140.46,8.4632,0.03,393.0,2388.0,100.0,39.07,23.2665,56.0,71.3218002319336,14.321800231933594,78.89169311523438,21.89169311523437,103.9679183959961,46.967918395996094,103.17433166503906,46.17433166503906,104.474853515625,47.474853515625,101.58555603027344,44.58555603027344,104.35616302490234,47.35616302490234,113.21949005126952,56.21949005126953,94.93887329101562,37.938873291015625,91.23118591308594,34.23118591308594,103.97453308105467,46.97453308105469,108.81689453125,51.81689453125
604,74.0,111.0,-0.0007,-0.0002,100.0,518.67,642.68,1595.06,1413.43,14.62,21.61,554.09,2388.12,9065.8,1.3,47.6,520.99,2388.14,8140.28,8.4492,0.03,393.0,2388.0,100.0,38.63,23.3011,55.0,65.82315826416016,9.823158264160156,70.5423355102539,14.542335510253906,102.43882751464844,46.43882751464844,101.55145263671876,45.55145263671875,103.29034423828124,47.29034423828125,99.51071166992188,43.51071166992188,102.81194305419922,46.81194305419922,109.638427734375,53.638427734375,90.3144989013672,34.31449890136719,88.44499206542969,32.44499206542969,100.64590454101562,44.645904541015625,104.85093688964844,48.85093688964844
605,74.0,112.0,0.0024,-0.0002,100.0,518.67,642.75,1585.25,1411.42,14.62,21.61,553.51,2388.12,9064.63,1.3,47.37,521.5,2388.06,8142.47,8.4485,0.03,392.0,2388.0,100.0,38.96,23.2548,54.0,57.51716613769531,2.5171661376953125,56.78156661987305,1.7815666198730469,101.22168731689452,46.22168731689453,100.11416625976562,45.114166259765625,102.08924102783205,47.08924102783203,97.4378662109375,42.4378662109375,100.8421630859375,45.8421630859375,105.54597473144533,50.54597473144531,82.19393920898438,27.19393920898437,81.57925415039062,26.579254150390625,97.37049865722656,42.37049865722656,100.71399688720705,45.71399688720703
606,74.0,113.0,-0.0039,0.0002,100.0,518.67,642.83,1596.96,1403.74,14.62,21.61,552.95,2388.12,9061.24,1.3,47.47,521.69,2388.14,8139.55,8.44,0.03,393.0,2388.0,100.0,38.79,23.238,53.0,60.283485412597656,6.283485412597656,52.22208404541016,-1.7779159545898438,101.97737884521484,47.97737884521485,100.0122528076172,46.01225280761719,102.91294860839844,48.91294860839844,98.2102279663086,44.210227966308594,101.05327606201172,47.05327606201172,106.2730712890625,52.2730712890625,84.21784973144531,30.217849731445312,79.15758514404297,25.15758514404297,99.079833984375,45.079833984375,102.42190551757812,48.421905517578125
607,74.0,114.0,0.0022,0.0004,100.0,518.67,642.39,1591.45,1414.89,14.62,21.61,553.24,2388.08,9062.68,1.3,47.51,522.06,2388.12,8136.92,8.4423,0.03,394.0,2388.0,100.0,38.92,23.3154,52.0,63.354225158691406,10.354225158691406,52.66938781738281,-0.3306121826171875,102.4331512451172,49.43315124511719,100.76510620117188,47.76510620117188,103.49783325195312,50.497833251953125,99.71084594726562,46.710845947265625,101.91926574707033,48.91926574707031,108.2983169555664,55.298316955566406,88.34664154052734,35.346641540527344,75.94903564453125,22.94903564453125,101.37193298339844,48.37193298339844,104.67279815673828,51.67279815673828
608,74.0,115.0,-0.003,-0.0002,100.0,518.67,642.43,1591.88,1410.36,14.62,21.61,552.91,2388.09,9069.5,1.3,47.65,521.33,2388.05,8143.27,8.4018,0.03,394.0,2388.0,100.0,38.79,23.2514,51.0,60.11152648925781,8.111526489257812,56.61902618408203,4.619026184082031,102.30342864990234,50.30342864990234,101.0176239013672,49.01762390136719,103.37342071533205,51.37342071533203,99.40105438232422,47.40105438232422,101.91761779785156,49.91761779785156,108.66830444335938,56.668304443359375,86.99913024902344,34.99913024902344,73.84788513183594,21.847885131835938,101.11579895019533,49.11579895019531,105.08466339111328,53.08466339111328
609,74.0,116.0,0.003,-0.0002,100.0,518.67,642.35,1589.06,1406.84,14.62,21.61,552.69,2388.08,9057.11,1.3,47.68,521.69,2388.04,8138.45,8.4309,0.03,393.0,2388.0,100.0,38.75,23.2317,50.0,58.171295166015625,7.171295166015625,60.13372802734375,9.13372802734375,101.99576568603516,50.99576568603516,101.05249786376952,50.05249786376953,103.3421630859375,52.3421630859375,98.70313262939452,47.70313262939453,101.50769805908205,50.50769805908203,108.2939682006836,57.2939682006836,81.97496795654297,30.97496795654297,73.0430908203125,22.0430908203125,100.234375,49.234375,104.00476837158205,53.00476837158203
610,74.0,117.0,-0.0012,0.0004,100.0,518.67,642.53,1584.49,1409.75,14.62,21.61,553.24,2388.12,9068.55,1.3,47.53,521.03,2388.13,8145.27,8.4948,0.03,393.0,2388.0,100.0,38.87,23.1815,49.0,60.23700714111328,10.23700714111328,61.55070495605469,11.550704956054688,101.50463104248048,51.50463104248047,100.02906036376952,50.02906036376953,102.8351593017578,52.83515930175781,97.80331420898438,47.803314208984375,100.84333038330078,50.84333038330078,106.58881378173828,56.58881378173828,84.17819213867188,34.178192138671875,74.12705993652344,24.12705993652344,99.60376739501952,49.60376739501953,102.61771392822266,52.617713928222656
611,74.0,118.0,-0.002,-0.0003,100.0,518.67,643.16,1591.62,1405.71,14.62,21.61,553.64,2388.1,9064.33,1.3,47.54,521.19,2388.05,8139.87,8.4314,0.03,394.0,2388.0,100.0,38.84,23.271,48.0,51.63611602783203,2.6361160278320312,57.91142654418945,8.911426544189453,100.9870834350586,51.987083435058594,98.85482025146484,49.85482025146485,102.0644989013672,53.06449890136719,96.47566223144533,47.47566223144531,99.72120666503906,50.72120666503906,104.26905822753906,55.26905822753906,76.80693817138672,27.80693817138672,67.36689758300781,18.36689758300781,97.80706787109376,48.80706787109375,100.087158203125,51.087158203125
612,74.0,119.0,-0.0004,0.0001,100.0,518.67,642.7,1593.63,1409.85,14.62,21.61,553.81,2388.11,9070.5,1.3,47.51,521.13,2388.12,8137.6,8.4466,0.03,393.0,2388.0,100.0,38.55,23.2363,47.0,45.73118591308594,-2.2688140869140625,55.73966217041016,7.739662170410156,100.29671478271484,52.29671478271485,98.33519744873048,50.33519744873047,101.63063049316406,53.63063049316406,95.2144012451172,47.21440124511719,98.87346649169922,50.87346649169922,102.40948486328124,54.40948486328125,66.642822265625,18.642822265625,64.7928695678711,16.792869567871094,95.7605972290039,47.76059722900391,98.60530853271484,50.60530853271485
613,74.0,120.0,0.001,-0.0,100.0,518.67,642.27,1589.65,1407.1,14.62,21.61,553.01,2388.09,9065.29,1.3,47.7,521.35,2388.07,8138.79,8.4432,0.03,393.0,2388.0,100.0,38.74,23.357,46.0,45.32471466064453,-1.6752853393554688,55.625450134277344,8.625450134277344,99.98372650146484,52.98372650146485,97.7855224609375,50.7855224609375,101.51622009277344,54.51622009277344,94.89346313476562,47.893463134765625,97.73870086669922,50.73870086669922,101.3331298828125,54.3331298828125,64.60782623291016,17.607826232910156,61.758392333984375,14.758392333984377,95.06845092773438,48.068450927734375,97.66161346435548,50.66161346435547
614,74.0,121.0,0.0034,-0.0003,100.0,518.67,642.53,1588.85,1405.77,14.62,21.61,552.88,2388.1,9069.85,1.3,47.66,520.97,2388.09,8140.86,8.4394,0.03,394.0,2388.0,100.0,38.89,23.2854,45.0,49.19292831420898,3.1929283142089844,59.12055969238281,13.120559692382812,100.01788330078124,54.01788330078125,97.67194366455078,51.67194366455078,101.75851440429688,55.75851440429688,94.82742309570312,48.827423095703125,97.56713104248048,51.56713104248047,102.04290771484376,56.04290771484375,66.71694946289062,20.716949462890625,65.7527847290039,19.752784729003903,95.82457733154295,49.82457733154297,98.77022552490234,52.77022552490234
615,74.0,122.0,0.0009,0.0004,100.0,518.67,642.24,1597.21,1405.94,14.62,21.61,552.57,2388.11,9061.94,1.3,47.61,521.17,2388.14,8139.78,8.445,0.03,392.0,2388.0,100.0,38.89,23.3036,44.0,56.610633850097656,11.610633850097656,64.47177124023438,19.47177124023437,100.9070053100586,55.907005310058594,98.98175048828124,53.98175048828125,102.39761352539062,57.39761352539063,96.203125,51.203125,98.64280700683594,53.64280700683594,104.19691467285156,59.19691467285156,74.5689697265625,29.5689697265625,72.072998046875,27.072998046875,97.8041534423828,52.80415344238281,100.87329864501952,55.87329864501953
616,74.0,123.0,-0.0011,0.0002,100.0,518.67,642.77,1589.39,1405.57,14.62,21.61,552.73,2388.14,9065.63,1.3,47.66,521.61,2388.1,8140.74,8.4433,0.03,394.0,2388.0,100.0,38.73,23.2637,43.0,59.22640609741211,15.22640609741211,65.84441375732422,21.84441375732422,100.35082244873048,56.35082244873047,98.46296691894533,54.46296691894531,102.11448669433594,58.11448669433594,96.1214370727539,52.12143707275391,98.07526397705078,54.07526397705078,103.7715835571289,59.771583557128906,76.8709945678711,32.870994567871094,77.10831451416016,33.10831451416016,96.89214324951172,52.89214324951172,100.29631805419922,56.29631805419922
617,74.0,124.0,0.0029,-0.0004,100.0,518.67,642.51,1587.31,1421.53,14.62,21.61,553.86,2388.11,9068.51,1.3,47.6,521.31,2388.06,8143.05,8.4444,0.03,393.0,2388.0,100.0,38.93,23.251,42.0,62.9829330444336,19.9829330444336,65.59906005859375,22.59906005859375,100.01477813720705,57.01477813720703,97.88152313232422,54.88152313232422,101.71449279785156,58.71449279785156,95.3245086669922,52.32450866699219,97.16887664794922,54.16887664794922,102.75362396240234,59.75362396240234,82.21102142333984,39.21102142333984,78.72393798828125,35.72393798828125,95.79801940917967,52.79801940917969,99.0079345703125,56.0079345703125
618,74.0,125.0,-0.0016,-0.0004,100.0,518.67,642.72,1587.27,1412.02,14.62,21.61,552.84,2388.1,9068.28,1.3,47.53,520.52,2388.1,8146.99,8.4478,0.03,392.0,2388.0,100.0,38.85,23.3422,41.0,72.32794952392578,30.32794952392578,67.9247055053711,25.924705505371094,100.30174255371094,58.30174255371094,98.07948303222656,56.07948303222656,102.03254699707033,60.03254699707031,95.9779052734375,53.9779052734375,97.16706085205078,55.16706085205078,102.61882781982422,60.61882781982422,90.56085968017578,48.56085968017578,84.68345642089844,42.68345642089844,96.923583984375,54.923583984375,99.11003875732422,57.11003875732422
619,74.0,126.0,0.0019,0.0002,100.0,518.67,642.48,1592.15,1411.39,14.62,21.61,553.73,2388.09,9058.68,1.3,47.46,521.08,2388.15,8138.49,8.4534,0.03,393.0,2388.0,100.0,38.66,23.2693,40.0,74.70955657958984,33.709556579589844,68.67700958251953,27.67700958251953,100.48680114746094,59.48680114746094,98.51156616210938,57.511566162109375,102.185791015625,61.185791015625,96.44680786132812,55.446807861328125,97.7192611694336,56.7192611694336,102.99478912353516,61.99478912353516,91.44127655029295,50.44127655029297,84.69700622558594,43.69700622558594,98.07057189941406,57.07057189941406,98.97732543945312,57.977325439453125
620,74.0,127.0,-0.002,0.0002,100.0,518.67,642.79,1593.71,1410.18,14.62,21.61,552.62,2388.12,9056.14,1.3,47.54,520.88,2388.11,8135.6,8.4365,0.03,392.0,2388.0,100.0,38.77,23.4133,39.0,69.54264068603516,29.54264068603516,66.98114013671875,26.98114013671875,100.29061889648438,60.290618896484375,97.95122528076172,57.95122528076172,101.87579345703124,61.87579345703125,95.75230407714844,55.75230407714844,97.5116729736328,57.51167297363281,102.21144104003906,62.21144104003906,86.48020935058594,46.48020935058594,80.47381591796875,40.47381591796875,97.06021118164062,57.06021118164063,98.8158950805664,58.815895080566406
621,74.0,128.0,0.0008,-0.0001,100.0,518.67,642.46,1596.34,1409.77,14.62,21.61,553.44,2388.08,9054.21,1.3,47.79,520.4,2388.1,8136.74,8.4762,0.03,395.0,2388.0,100.0,38.53,23.1698,38.0,70.2228775024414,31.222877502441406,68.80838012695312,29.808380126953125,100.70109558105467,61.70109558105469,98.65084075927734,59.650840759277344,102.59839630126952,63.59839630126953,96.76719665527344,57.76719665527344,98.0851058959961,59.085105895996094,103.98709106445312,64.98709106445312,87.28985595703125,48.28985595703125,80.66007995605469,41.66007995605469,98.20773315429688,59.20773315429688,101.24646759033205,62.24646759033203
622,74.0,129.0,0.0005,-0.0004,100.0,518.67,642.39,1592.04,1407.31,14.62,21.61,553.26,2388.13,9063.25,1.3,47.66,521.5,2388.07,8137.64,8.4602,0.03,394.0,2388.0,100.0,38.68,23.1738,37.0,59.09447860717773,21.09447860717773,58.44464111328125,20.44464111328125,98.36275482177734,60.362754821777344,94.84010314941406,56.84010314941406,100.16577911376952,62.16577911376953,92.47518920898438,54.475189208984375,93.86898040771484,55.86898040771485,96.89524841308594,58.89524841308594,79.45047760009766,41.450477600097656,69.54512786865234,31.545127868652344,91.7903060913086,53.790306091308594,93.43738555908205,55.43738555908203
623,74.0,130.0,-0.0007,-0.0001,100.0,518.67,642.89,1589.55,1417.52,14.62,21.61,552.98,2388.14,9065.33,1.3,47.68,521.66,2388.17,8141.5,8.4936,0.03,394.0,2388.0,100.0,38.78,23.3694,36.0,53.04581832885742,16.045818328857422,51.062408447265625,14.062408447265623,96.5890121459961,59.589012145996094,90.90966796875,53.90966796875,98.80018615722656,61.80018615722656,88.87452697753906,51.87452697753906,89.83914184570312,52.839141845703125,89.78945922851562,52.789459228515625,72.66072845458984,35.660728454589844,66.22052001953125,29.22052001953125,86.93704223632812,49.937042236328125,86.73030090332031,49.73030090332031
624,74.0,131.0,0.0003,-0.0004,100.0,518.67,643.23,1600.18,1409.96,14.62,21.61,552.93,2388.07,9060.72,1.3,47.76,520.63,2388.07,8139.42,8.4409,0.03,393.0,2388.0,100.0,38.99,23.2692,35.0,54.85149383544922,18.85149383544922,52.89703369140625,16.89703369140625,97.76802825927734,61.768028259277344,92.67688751220705,56.67688751220703,100.0569305419922,64.05693054199219,90.36613464355467,54.36613464355469,90.50479888916016,54.50479888916016,91.54769897460938,55.547698974609375,75.25017547607422,39.25017547607422,67.04668426513672,31.04668426513672,89.80531311035156,53.80531311035156,89.87623596191406,53.87623596191406
625,74.0,132.0,-0.0034,0.0002,100.0,518.67,642.6,1588.11,1418.97,14.62,21.61,552.82,2388.12,9067.35,1.3,47.78,520.89,2388.14,8139.3,8.4977,0.03,393.0,2388.0,100.0,38.77,23.3244,34.0,55.30244445800781,20.30244445800781,53.78905487060547,18.78905487060547,97.3652114868164,62.365211486816406,92.80525207519533,57.80525207519531,99.88810729980467,64.88810729980469,90.54669189453124,55.54669189453125,90.27582550048828,55.27582550048828,91.76060485839844,56.76060485839844,75.94794464111328,40.94794464111328,66.57723999023438,31.57723999023437,89.30963897705078,54.30963897705078,90.0670166015625,55.0670166015625
626,74.0,133.0,-0.0033,-0.0004,100.0,518.67,642.9,1599.4,1417.31,14.62,21.61,553.51,2388.13,9064.1,1.3,47.68,520.84,2388.12,8139.53,8.4448,0.03,393.0,2388.0,100.0,38.78,23.2027,33.0,50.09740447998047,16.09740447998047,48.42393112182617,14.423931121826172,96.77666473388672,62.77666473388672,90.80540466308594,56.80540466308594,99.35125732421876,65.35125732421875,88.47628784179688,54.47628784179688,88.3465347290039,54.34653472900391,89.32720947265625,55.32720947265625,71.4047622680664,37.404762268066406,60.89406204223633,26.894062042236328,87.79136657714844,53.79136657714844,87.0897445678711,53.08974456787109
627,74.0,134.0,-0.0001,-0.0005,100.0,518.67,643.36,1591.59,1416.62,14.62,21.61,553.0,2388.17,9054.09,1.3,47.79,521.46,2388.13,8135.06,8.4355,0.03,395.0,2388.0,100.0,38.71,23.157,32.0,43.40399169921875,10.40399169921875,44.02257537841797,11.022575378417969,95.50765991210938,62.507659912109375,87.8441162109375,54.8441162109375,98.19574737548828,65.19574737548828,86.25045776367188,53.25045776367188,85.16114044189453,52.16114044189453,84.48655700683594,51.48655700683594,63.51298141479492,30.51298141479492,54.26324462890625,21.26324462890625,84.65922546386719,51.65922546386719,82.60150909423828,49.60150909423828
628,74.0,135.0,0.0025,-0.0002,100.0,518.67,642.83,1596.42,1412.3,14.62,21.61,552.9,2388.13,9055.15,1.3,47.75,520.87,2388.16,8136.54,8.4491,0.03,394.0,2388.0,100.0,38.82,23.2522,31.0,38.519004821777344,6.519004821777344,39.72213745117188,7.722137451171875,94.59178924560548,62.59178924560547,84.27900695800781,52.27900695800781,97.76771545410156,65.76771545410156,84.07223510742188,52.07223510742188,82.13629150390625,50.13629150390625,80.03286743164062,48.03286743164063,56.105735778808594,24.1057357788086,51.02547454833984,19.025474548339844,82.0080337524414,50.008033752441406,79.2286148071289,47.228614807128906
629,74.0,136.0,-0.0006,0.0001,100.0,518.67,642.91,1601.05,1416.91,14.62,21.61,553.17,2388.14,9059.99,1.3,47.6,520.64,2388.19,8136.4,8.4132,0.03,395.0,2388.0,100.0,38.7,23.2211,30.0,38.01989364624024,7.019893646240234,39.930450439453125,8.930450439453125,94.450439453125,63.450439453125,82.75392150878906,51.75392150878906,98.0253448486328,67.02534484863281,83.80438232421875,52.80438232421875,80.7350845336914,49.735084533691406,79.223388671875,48.223388671875,53.00856399536133,22.008563995361328,51.02119445800781,20.02119445800781,81.03406524658203,50.03406524658203,79.84343719482422,48.84343719482422
630,74.0,137.0,0.0043,-0.0004,100.0,518.67,642.66,1590.3,1413.32,14.62,21.61,552.71,2388.18,9071.75,1.3,47.56,521.11,2388.2,8139.28,8.4626,0.03,393.0,2388.0,100.0,38.75,23.2099,29.0,36.9227294921875,6.9227294921875,38.24190139770508,8.241901397705078,94.20015716552734,64.20015716552734,82.64618682861328,52.64618682861328,97.7293472290039,67.7293472290039,83.18836212158203,53.18836212158203,78.86722564697266,48.867225646972656,77.65617370605469,47.65617370605469,51.24521255493164,21.24521255493164,48.35112762451172,18.35112762451172,80.6414794921875,50.6414794921875,78.66416931152344,48.66416931152344
631,74.0,138.0,0.0012,-0.0,100.0,518.67,642.88,1590.98,1418.69,14.62,21.61,552.89,2388.16,9063.1,1.3,47.79,521.35,2388.12,8137.16,8.451,0.03,396.0,2388.0,100.0,38.7,23.2749,28.0,35.55363464355469,6.553634643554688,36.78090286254883,7.780902862548828,93.56868743896484,64.56868743896484,79.97296142578125,50.97296142578125,97.3204345703125,68.3204345703125,80.88970947265625,51.88970947265625,76.63285064697266,47.632850646972656,75.47724151611328,46.47724151611328,48.67403411865234,19.674034118652344,47.327903747558594,18.3279037475586,78.22684478759766,49.226844787597656,75.40059661865234,46.40059661865234
632,74.0,139.0,-0.0003,-0.0003,100.0,518.67,642.99,1590.43,1417.17,14.62,21.61,552.45,2388.18,9063.32,1.3,47.74,521.47,2388.11,8136.23,8.489,0.03,394.0,2388.0,100.0,38.7,23.2205,27.0,37.32601165771485,9.326011657714844,38.10803985595703,10.108039855957031,93.49649047851562,65.49649047851562,79.64836883544922,51.64836883544922,97.3558578491211,69.3558578491211,80.15199279785156,52.15199279785156,76.1205062866211,48.12050628662109,75.37086486816406,47.37086486816406,49.6646842956543,21.664684295654297,48.407958984375,20.407958984375,77.62799072265625,49.62799072265625,75.83069610595703,47.83069610595703
633,74.0,140.0,0.0003,-0.0001,100.0,518.67,643.01,1593.96,1416.74,14.62,21.61,552.68,2388.17,9068.06,1.3,47.69,520.76,2388.14,8133.36,8.457,0.03,394.0,2388.0,100.0,38.54,23.1209,26.0,38.03250503540039,11.03250503540039,39.195945739746094,12.195945739746094,92.64710235595705,65.64710235595703,76.74678039550781,49.74678039550781,96.7612075805664,69.7612075805664,78.57239532470703,51.57239532470703,74.03732299804688,47.03732299804688,73.10467529296875,46.10467529296875,49.68510055541992,22.68510055541992,49.93966293334961,22.93966293334961,75.00474548339844,48.00474548339844,73.48116302490234,46.48116302490234
634,74.0,141.0,0.0009,-0.0005,100.0,518.67,643.3,1601.19,1422.88,14.62,21.61,552.66,2388.19,9059.35,1.3,47.92,521.0,2388.22,8135.03,8.4642,0.03,393.0,2388.0,100.0,38.63,23.0726,25.0,32.877235412597656,6.877235412597656,32.80330276489258,6.803302764892578,89.39116668701172,63.39116668701172,69.35346984863281,43.35346984863281,94.63201904296876,68.63201904296875,72.78243255615234,46.78243255615234,67.33167266845703,41.33167266845703,63.41658020019531,37.41658020019531,43.43149948120117,17.431499481201172,38.91139602661133,12.911396026611328,68.46613311767578,42.46613311767578,62.96980667114258,36.96980667114258
635,74.0,142.0,0.0005,0.0003,100.0,518.67,643.28,1594.44,1419.58,14.62,21.61,552.52,2388.13,9056.9,1.3,47.81,521.04,2388.19,8138.04,8.4443,0.03,395.0,2388.0,100.0,38.65,23.2112,24.0,23.00630569458008,-1.9936943054199217,22.23432922363281,-2.7656707763671875,83.01201629638672,58.01201629638672,55.343143463134766,30.34314346313477,90.55696105957033,65.55696105957031,60.39842224121094,35.39842224121094,53.13138961791992,28.13138961791992,46.2656478881836,21.2656478881836,31.37327003479004,6.373270034790039,27.736303329467773,2.736303329467773,55.91357421875,30.91357421875,46.48119735717773,21.48119735717773
636,74.0,143.0,-0.0005,-0.0005,100.0,518.67,642.95,1589.67,1420.47,14.62,21.61,552.43,2388.2,9058.79,1.3,47.7,520.06,2388.23,8139.1,8.4755,0.03,395.0,2388.0,100.0,38.65,23.2623,23.0,21.962995529174805,-2.037004470825196,23.16712188720703,-0.8328781127929688,81.5804214477539,57.58042144775391,49.70469665527344,25.70469665527344,90.30530548095705,66.30530548095703,55.31051254272461,31.31051254272461,46.4510383605957,22.451038360595703,42.268802642822266,18.268802642822266,29.686283111572266,5.686283111572266,28.67850685119629,4.678506851196289,54.505592346191406,30.505592346191406,44.32823944091797,20.32823944091797
637,74.0,144.0,-0.0023,0.0003,100.0,518.67,643.37,1591.53,1416.33,14.62,21.61,552.66,2388.12,9052.91,1.3,47.72,520.86,2388.19,8132.71,8.4673,0.03,394.0,2388.0,100.0,38.67,23.2596,22.0,22.19536590576172,-0.8046340942382812,22.57481575012207,-0.4251842498779297,83.15548706054688,60.15548706054688,48.47381210327149,25.473812103271484,91.02287292480467,68.02287292480469,55.90608978271485,32.906089782714844,45.20551681518555,22.205516815185547,46.11619186401367,23.116191864013672,29.75030899047852,6.750308990478516,26.000688552856445,3.0006885528564453,54.47677993774414,31.47677993774414,48.58097839355469,25.580978393554688
638,74.0,145.0,-0.0006,-0.0002,100.0,518.67,642.33,1598.46,1418.11,14.62,21.61,552.11,2388.16,9061.02,1.3,47.68,520.25,2388.16,8136.57,8.4626,0.03,393.0,2388.0,100.0,38.73,23.2571,21.0,26.27115249633789,4.271152496337891,26.516000747680664,4.516000747680664,85.96847534179688,63.96847534179688,51.2936897277832,29.293689727783203,92.29743957519533,70.29743957519531,57.70963287353516,35.70963287353516,49.02708435058594,27.027084350585938,53.84175491333008,31.84175491333008,34.398677825927734,12.398677825927734,33.478668212890625,11.478668212890623,55.8690185546875,33.8690185546875,58.75165557861328,36.75165557861328
639,74.0,146.0,0.0018,0.0002,100.0,518.67,643.39,1592.18,1419.52,14.62,21.61,551.95,2388.2,9056.09,1.3,47.77,520.19,2388.17,8133.17,8.4815,0.03,395.0,2388.0,100.0,38.71,23.0928,20.0,34.05842590332031,13.058425903320312,31.887720108032227,10.887720108032228,89.3843765258789,68.3843765258789,57.13652038574219,36.13652038574219,94.59626770019533,73.59626770019531,64.90620422363281,43.90620422363281,55.12979507446289,34.12979507446289,63.497318267822266,42.497318267822266,42.53483963012695,21.53483963012696,40.01652526855469,19.016525268554688,61.01160430908203,40.01160430908203,67.89891815185547,46.89891815185547
640,74.0,147.0,0.0002,0.0002,100.0,518.67,643.16,1597.28,1421.0,14.62,21.61,552.54,2388.17,9060.55,1.3,47.8,520.92,2388.14,8126.3,8.474,0.03,394.0,2388.0,100.0,38.57,23.0972,19.0,27.32644462585449,7.326444625854492,23.3896484375,3.3896484375,85.98725128173828,65.98725128173828,49.52208709716797,29.52208709716797,91.03445434570312,71.03445434570312,57.77764892578125,37.77764892578125,48.45758438110352,28.45758438110352,52.17869186401367,32.17869186401367,37.140281677246094,17.140281677246094,28.34030532836914,8.34030532836914,52.16798400878906,32.16798400878906,54.09112548828125,34.09112548828125
641,74.0,148.0,0.0005,-0.0,100.0,518.67,643.33,1597.24,1415.9,14.62,21.61,552.45,2388.14,9065.2,1.3,47.96,520.54,2388.17,8136.69,8.4605,0.03,394.0,2388.0,100.0,38.89,23.0668,18.0,22.46362495422364,3.463624954223633,19.94581794738769,0.9458179473876952,80.8716812133789,61.871681213378906,40.957008361816406,21.957008361816406,88.4146499633789,69.4146499633789,49.80297470092773,30.80297470092773,39.82527923583984,20.825279235839844,39.50800704956055,20.508007049560547,31.77011489868164,12.77011489868164,27.41300201416016,8.413002014160156,45.0415267944336,26.0415267944336,41.32270812988281,22.32270812988281
642,74.0,149.0,0.0,-0.0003,100.0,518.67,643.15,1595.7,1412.37,14.62,21.61,551.53,2388.18,9066.89,1.3,47.75,520.22,2388.16,8132.62,8.5138,0.03,394.0,2388.0,100.0,38.77,23.0306,17.0,24.251266479492188,6.251266479492188,23.69105339050293,5.69105339050293,80.92034149169922,62.92034149169922,40.970481872558594,22.9704818725586,88.98469543457031,70.98469543457031,49.667598724365234,31.667598724365234,39.79216003417969,21.792160034179688,39.8859748840332,21.885974884033203,32.32172775268555,14.321727752685549,28.367700576782227,10.367700576782228,45.76985931396485,27.769859313964844,43.2896728515625,25.2896728515625
643,74.0,150.0,0.0002,0.0002,100.0,518.67,643.47,1603.26,1420.21,14.62,21.61,551.73,2388.2,9051.15,1.3,47.97,520.57,2388.25,8135.17,8.5296,0.03,396.0,2388.0,100.0,38.61,23.2245,16.0,20.93375396728516,3.933753967285156,18.84530067443848,1.8453006744384768,76.7743148803711,59.77431488037109,36.32154846191406,19.321548461914062,86.25259399414062,69.25259399414062,44.5498046875,27.5498046875,35.67148971557617,18.67148971557617,35.7263069152832,18.726306915283203,28.55393409729004,11.55393409729004,22.028181076049805,5.028181076049805,40.43177032470703,23.43177032470703,37.460540771484375,20.46054077148437
